,image,label
37,/kaggle/input/street-objects/dataset/bicycle/2827.jpg,0
38,/kaggle/input/street-objects/dataset/bicycle/2834.jpg,0
39,/kaggle/input/street-objects/dataset/bicycle/2835.jpg,0
40,/kaggle/input/street-objects/dataset/bicycle/2836.jpg,0
41,/kaggle/input/street-objects/dataset/bicycle/2838.jpg,0
42,/kaggle/input/street-objects/dataset/bicycle/2839.jpg,0
43,/kaggle/input/street-objects/dataset/bicycle/2840.jpg,0
44,/kaggle/input/street-objects/dataset/bicycle/2841.jpg,0
45,/kaggle/input/street-objects/dataset/bicycle/2842.jpg,0
46,/kaggle/input/street-objects/dataset/bicycle/2867.jpg,0
47,/kaggle/input/street-objects/dataset/bicycle/2925.jpg,0
48,/kaggle/input/street-objects/dataset/bicycle/2927.jpg,0
49,/kaggle/input/street-objects/dataset/bicycle/2928.jpg,0
50,/kaggle/input/street-objects/dataset/bicycle/2929.jpg,0
51,/kaggle/input/street-objects/dataset/bicycle/2931.jpg,0
52,/kaggle/input/street-objects/dataset/bicycle/2942.jpg,0
53,/kaggle/input/street-objects/dataset/bicycle/2943.jpg,0
54,/kaggle/input/street-objects/dataset/bicycle/2944.jpg,0
55,/kaggle/input/street-objects/dataset/bicycle/2945.jpg,0
56,/kaggle/input/street-objects/dataset/bicycle/2946.jpg,0
57,/kaggle/input/street-objects/dataset/bicycle/2947.jpg,0
58,/kaggle/input/street-objects/dataset/bicycle/2948.jpg,0
59,/kaggle/input/street-objects/dataset/bicycle/2964.jpg,0
60,/kaggle/input/street-objects/dataset/bicycle/3429.jpg,0
61,/kaggle/input/street-objects/dataset/bicycle/3432.jpg,0
62,/kaggle/input/street-objects/dataset/bicycle/3673.jpg,0
63,/kaggle/input/street-objects/dataset/bicycle/3676.jpg,0
64,/kaggle/input/street-objects/dataset/bicycle/3741.jpg,0
65,/kaggle/input/street-objects/dataset/bicycle/4005.jpg,0
66,/kaggle/input/street-objects/dataset/bicycle/4014.jpg,0
67,/kaggle/input/street-objects/dataset/bicycle/4024.jpg,0
68,/kaggle/input/street-objects/dataset/bicycle/4252.jpg,0
69,/kaggle/input/street-objects/dataset/bicycle/4284.jpg,0
70,/kaggle/input/street-objects/dataset/bicycle/4317.jpg,0
71,/kaggle/input/street-objects/dataset/bicycle/4319.jpg,0
72,/kaggle/input/street-objects/dataset/bicycle/4323.jpg,0
73,/kaggle/input/street-objects/dataset/bicycle/4328.jpg,0
74,/kaggle/input/street-objects/dataset/bicycle/4335.jpg,0
75,/kaggle/input/street-objects/dataset/bicycle/4337.jpg,0
76,/kaggle/input/street-objects/dataset/bicycle/4382.jpg,0
77,/kaggle/input/street-objects/dataset/bicycle/4383.jpg,0
78,/kaggle/input/street-objects/dataset/bicycle/4415.jpg,0
79,/kaggle/input/street-objects/dataset/bicycle/4424.jpg,0
80,/kaggle/input/street-objects/dataset/bicycle/4435.jpg,0
81,/kaggle/input/street-objects/dataset/bicycle/4437.jpg,0
82,/kaggle/input/street-objects/dataset/bicycle/4476.jpg,0
83,/kaggle/input/street-objects/dataset/bicycle/4477.jpg,0
84,/kaggle/input/street-objects/dataset/bicycle/4484.jpg,0
85,/kaggle/input/street-objects/dataset/bicycle/4488.jpg,0
86,/kaggle/input/street-objects/dataset/bicycle/4491.jpg,0
87,/kaggle/input/street-objects/dataset/bicycle/4492.jpg,0
88,/kaggle/input/street-objects/dataset/bicycle/4493.jpg,0
89,/kaggle/input/street-objects/dataset/bicycle/4503.jpg,0
90,/kaggle/input/street-objects/dataset/bicycle/4530.jpg,0
91,/kaggle/input/street-objects/dataset/bicycle/4531.jpg,0
92,/kaggle/input/street-objects/dataset/bicycle/4538.jpg,0
93,/kaggle/input/street-objects/dataset/bicycle/4547.jpg,0
94,/kaggle/input/street-objects/dataset/bicycle/4548.jpg,0
95,/kaggle/input/street-objects/dataset/bicycle/4549.jpg,0
96,/kaggle/input/street-objects/dataset/bicycle/4561.jpg,0
97,/kaggle/input/street-objects/dataset/bicycle/4568.jpg,0
98,/kaggle/input/street-objects/dataset/bicycle/4577.jpg,0
99,/kaggle/input/street-objects/dataset/bicycle/4593.jpg,0
100,/kaggle/input/street-objects/dataset/bicycle/4594.jpg,0
101,/kaggle/input/street-objects/dataset/bicycle/4596.jpg,0
102,/kaggle/input/street-objects/dataset/bicycle/4603.jpg,0
103,/kaggle/input/street-objects/dataset/bicycle/4718.jpg,0
104,/kaggle/input/street-objects/dataset/bicycle/4765.jpg,0
105,/kaggle/input/street-objects/dataset/bicycle/4997.jpg,0
106,/kaggle/input/street-objects/dataset/bicycle/5076.jpg,0
107,/kaggle/input/street-objects/dataset/bicycle/5077.jpg,0
108,/kaggle/input/street-objects/dataset/bicycle/5088.jpg,0
109,/kaggle/input/street-objects/dataset/bicycle/5095.jpg,0
110,/kaggle/input/street-objects/dataset/bicycle/5105.jpg,0
111,/kaggle/input/street-objects/dataset/bicycle/5112.jpg,0
112,/kaggle/input/street-objects/dataset/bicycle/5122.jpg,0
113,/kaggle/input/street-objects/dataset/bicycle/5130.jpg,0
114,/kaggle/input/street-objects/dataset/bicycle/5133.jpg,0
115,/kaggle/input/street-objects/dataset/bicycle/5134.jpg,0
116,/kaggle/input/street-objects/dataset/bicycle/5140.jpg,0
117,/kaggle/input/street-objects/dataset/bicycle/5141.jpg,0
118,/kaggle/input/street-objects/dataset/bicycle/5149.jpg,0
119,/kaggle/input/street-objects/dataset/bicycle/5150.jpg,0
120,/kaggle/input/street-objects/dataset/bicycle/5158.jpg,0
121,/kaggle/input/street-objects/dataset/bicycle/5198.jpg,0
122,/kaggle/input/street-objects/dataset/bicycle/5269.jpg,0
123,/kaggle/input/street-objects/dataset/bicycle/5282.jpg,0
124,/kaggle/input/street-objects/dataset/bicycle/5301.jpg,0
125,/kaggle/input/street-objects/dataset/bicycle/5313.jpg,0
126,/kaggle/input/street-objects/dataset/bicycle/5323.jpg,0
127,/kaggle/input/street-objects/dataset/bicycle/5330.jpg,0
128,/kaggle/input/street-objects/dataset/bicycle/5338.jpg,0
129,/kaggle/input/street-objects/dataset/bicycle/5354.jpg,0
130,/kaggle/input/street-objects/dataset/bicycle/5360.jpg,0
131,/kaggle/input/street-objects/dataset/bicycle/5365.jpg,0
132,/kaggle/input/street-objects/dataset/bicycle/5370.jpg,0
133,/kaggle/input/street-objects/dataset/bicycle/5377.jpg,0
134,/kaggle/input/street-objects/dataset/bicycle/5381.jpg,0
135,/kaggle/input/street-objects/dataset/bicycle/5391.jpg,0
136,/kaggle/input/street-objects/dataset/bicycle/5397.jpg,0
137,/kaggle/input/street-objects/dataset/bicycle/5398.jpg,0
138,/kaggle/input/street-objects/dataset/bicycle/5407.jpg,0
139,/kaggle/input/street-objects/dataset/bicycle/5455.jpg,0
140,/kaggle/input/street-objects/dataset/bicycle/5463.jpg,0
141,/kaggle/input/street-objects/dataset/bicycle/5764.jpg,0
142,/kaggle/input/street-objects/dataset/bicycle/5772.jpg,0
143,/kaggle/input/street-objects/dataset/bicycle/5781.jpg,0
144,/kaggle/input/street-objects/dataset/bicycle/5793.jpg,0
145,/kaggle/input/street-objects/dataset/bicycle/5800.jpg,0
146,/kaggle/input/street-objects/dataset/bicycle/5810.jpg,0
147,/kaggle/input/street-objects/dataset/bicycle/5811.jpg,0
148,/kaggle/input/street-objects/dataset/bicycle/5824.jpg,0
149,/kaggle/input/street-objects/dataset/bicycle/5825.jpg,0
150,/kaggle/input/street-objects/dataset/bicycle/5826.jpg,0
151,/kaggle/input/street-objects/dataset/bicycle/5839.jpg,0
152,/kaggle/input/street-objects/dataset/bicycle/5853.jpg,0
153,/kaggle/input/street-objects/dataset/bicycle/5862.jpg,0
154,/kaggle/input/street-objects/dataset/bicycle/5877.jpg,0
155,/kaggle/input/street-objects/dataset/bicycle/5879.jpg,0
156,/kaggle/input/street-objects/dataset/bicycle/5880.jpg,0
157,/kaggle/input/street-objects/dataset/bicycle/5891.jpg,0
158,/kaggle/input/street-objects/dataset/bicycle/5983.jpg,0
159,/kaggle/input/street-objects/dataset/bicycle/5994.jpg,0
160,/kaggle/input/street-objects/dataset/bicycle/6002.jpg,0
161,/kaggle/input/street-objects/dataset/bicycle/6003.jpg,0
162,/kaggle/input/street-objects/dataset/bicycle/6004.jpg,0
163,/kaggle/input/street-objects/dataset/bicycle/6005.jpg,0
164,/kaggle/input/street-objects/dataset/bicycle/6017.jpg,0
165,/kaggle/input/street-objects/dataset/bicycle/6025.jpg,0
166,/kaggle/input/street-objects/dataset/bicycle/6027.jpg,0
167,/kaggle/input/street-objects/dataset/bicycle/6052.jpg,0
168,/kaggle/input/street-objects/dataset/bicycle/6057.jpg,0
169,/kaggle/input/street-objects/dataset/bicycle/6058.jpg,0
170,/kaggle/input/street-objects/dataset/bicycle/6059.jpg,0
171,/kaggle/input/street-objects/dataset/bicycle/6069.jpg,0
172,/kaggle/input/street-objects/dataset/bicycle/6070.jpg,0
173,/kaggle/input/street-objects/dataset/bicycle/6095.jpg,0
174,/kaggle/input/street-objects/dataset/bicycle/6096.jpg,0
175,/kaggle/input/street-objects/dataset/bicycle/6097.jpg,0
176,/kaggle/input/street-objects/dataset/bicycle/6112.jpg,0
177,/kaggle/input/street-objects/dataset/bicycle/6113.jpg,0
178,/kaggle/input/street-objects/dataset/bicycle/6120.jpg,0
179,/kaggle/input/street-objects/dataset/bicycle/6122.jpg,0
180,/kaggle/input/street-objects/dataset/bicycle/6127.jpg,0
181,/kaggle/input/street-objects/dataset/bicycle/6133.jpg,0
182,/kaggle/input/street-objects/dataset/bicycle/6134.jpg,0
183,/kaggle/input/street-objects/dataset/bicycle/6142.jpg,0
184,/kaggle/input/street-objects/dataset/bicycle/6143.jpg,0
185,/kaggle/input/street-objects/dataset/bicycle/6151.jpg,0
186,/kaggle/input/street-objects/dataset/bicycle/6152.jpg,0
187,/kaggle/input/street-objects/dataset/bicycle/6189.jpg,0
188,/kaggle/input/street-objects/dataset/bicycle/6199.jpg,0
189,/kaggle/input/street-objects/dataset/bicycle/6218.jpg,0
190,/kaggle/input/street-objects/dataset/bicycle/6250.jpg,0
191,/kaggle/input/street-objects/dataset/bicycle/6280.jpg,0
192,/kaggle/input/street-objects/dataset/bicycle/6287.jpg,0
193,/kaggle/input/street-objects/dataset/bicycle/629.jpg,0
194,/kaggle/input/street-objects/dataset/bicycle/630.jpg,0
195,/kaggle/input/street-objects/dataset/bicycle/631.jpg,0
196,/kaggle/input/street-objects/dataset/bicycle/6313.jpg,0
197,/kaggle/input/street-objects/dataset/bicycle/632.jpg,0
198,/kaggle/input/street-objects/dataset/bicycle/6322.jpg,0
199,/kaggle/input/street-objects/dataset/bicycle/6326.jpg,0
200,/kaggle/input/street-objects/dataset/bicycle/6331.jpg,0
201,/kaggle/input/street-objects/dataset/bicycle/6358.jpg,0
202,/kaggle/input/street-objects/dataset/bicycle/6370.jpg,0
203,/kaggle/input/street-objects/dataset/bicycle/6376.jpg,0
204,/kaggle/input/street-objects/dataset/bicycle/6388.jpg,0
205,/kaggle/input/street-objects/dataset/bicycle/6390.jpg,0
206,/kaggle/input/street-objects/dataset/bicycle/640.jpg,0
207,/kaggle/input/street-objects/dataset/bicycle/641.jpg,0
208,/kaggle/input/street-objects/dataset/bicycle/643.jpg,0
209,/kaggle/input/street-objects/dataset/bicycle/6440.jpg,0
210,/kaggle/input/street-objects/dataset/bicycle/6441.jpg,0
211,/kaggle/input/street-objects/dataset/bicycle/6445.jpg,0
212,/kaggle/input/street-objects/dataset/bicycle/6446.jpg,0
213,/kaggle/input/street-objects/dataset/bicycle/6453.jpg,0
214,/kaggle/input/street-objects/dataset/bicycle/6454.jpg,0
215,/kaggle/input/street-objects/dataset/bicycle/6460.jpg,0
216,/kaggle/input/street-objects/dataset/bicycle/6466.jpg,0
217,/kaggle/input/street-objects/dataset/bicycle/6473.jpg,0
218,/kaggle/input/street-objects/dataset/bicycle/6479.jpg,0
219,/kaggle/input/street-objects/dataset/bicycle/6485.jpg,0
220,/kaggle/input/street-objects/dataset/bicycle/6493.jpg,0
221,/kaggle/input/street-objects/dataset/bicycle/6495.jpg,0
222,/kaggle/input/street-objects/dataset/bicycle/6500.jpg,0
223,/kaggle/input/street-objects/dataset/bicycle/6508.jpg,0
224,/kaggle/input/street-objects/dataset/bicycle/6509.jpg,0
225,/kaggle/input/street-objects/dataset/bicycle/6515.jpg,0
226,/kaggle/input/street-objects/dataset/bicycle/6520.jpg,0
227,/kaggle/input/street-objects/dataset/bicycle/6522.jpg,0
228,/kaggle/input/street-objects/dataset/bicycle/6524.jpg,0
229,/kaggle/input/street-objects/dataset/bicycle/653.jpg,0
230,/kaggle/input/street-objects/dataset/bicycle/6531.jpg,0
231,/kaggle/input/street-objects/dataset/bicycle/6534.jpg,0
232,/kaggle/input/street-objects/dataset/bicycle/6537.jpg,0
233,/kaggle/input/street-objects/dataset/bicycle/6541.jpg,0
234,/kaggle/input/street-objects/dataset/bicycle/6542.jpg,0
235,/kaggle/input/street-objects/dataset/bicycle/6543.jpg,0
236,/kaggle/input/street-objects/dataset/bicycle/6545.jpg,0
237,/kaggle/input/street-objects/dataset/bicycle/655.jpg,0
238,/kaggle/input/street-objects/dataset/bicycle/6557.jpg,0
239,/kaggle/input/street-objects/dataset/bicycle/6559.jpg,0
240,/kaggle/input/street-objects/dataset/bicycle/6572.jpg,0
241,/kaggle/input/street-objects/dataset/bicycle/6582.jpg,0
242,/kaggle/input/street-objects/dataset/bicycle/6583.jpg,0
243,/kaggle/input/street-objects/dataset/bicycle/6586.jpg,0
244,/kaggle/input/street-objects/dataset/bicycle/6592.jpg,0
245,/kaggle/input/street-objects/dataset/bicycle/6594.jpg,0
246,/kaggle/input/street-objects/dataset/bicycle/6597.jpg,0
247,/kaggle/input/street-objects/dataset/bicycle/660.jpg,0
248,/kaggle/input/street-objects/dataset/bicycle/661.jpg,0
249,/kaggle/input/street-objects/dataset/bicycle/662.jpg,0
250,/kaggle/input/street-objects/dataset/bicycle/663.jpg,0
251,/kaggle/input/street-objects/dataset/bicycle/665.jpg,0
252,/kaggle/input/street-objects/dataset/bicycle/6656.jpg,0
253,/kaggle/input/street-objects/dataset/bicycle/6658.jpg,0
254,/kaggle/input/street-objects/dataset/bicycle/6670.jpg,0
255,/kaggle/input/street-objects/dataset/bicycle/668.jpg,0
256,/kaggle/input/street-objects/dataset/bicycle/6685.jpg,0
257,/kaggle/input/street-objects/dataset/bicycle/6686.jpg,0
258,/kaggle/input/street-objects/dataset/bicycle/669.jpg,0
259,/kaggle/input/street-objects/dataset/bicycle/6700.jpg,0
260,/kaggle/input/street-objects/dataset/bicycle/6703.jpg,0
261,/kaggle/input/street-objects/dataset/bicycle/6704.jpg,0
262,/kaggle/input/street-objects/dataset/bicycle/672.jpg,0
263,/kaggle/input/street-objects/dataset/bicycle/6725.jpg,0
264,/kaggle/input/street-objects/dataset/bicycle/6733.jpg,0
265,/kaggle/input/street-objects/dataset/bicycle/6735.jpg,0
266,/kaggle/input/street-objects/dataset/bicycle/6805.jpg,0
267,/kaggle/input/street-objects/dataset/bicycle/6809.jpg,0
268,/kaggle/input/street-objects/dataset/bicycle/6871.jpg,0
269,/kaggle/input/street-objects/dataset/bicycle/6873.jpg,0
270,/kaggle/input/street-objects/dataset/bicycle/6877.jpg,0
271,/kaggle/input/street-objects/dataset/bicycle/6881.jpg,0
272,/kaggle/input/street-objects/dataset/bicycle/6884.jpg,0
273,/kaggle/input/street-objects/dataset/bicycle/699.jpg,0
274,/kaggle/input/street-objects/dataset/bicycle/6994.jpg,0
275,/kaggle/input/street-objects/dataset/bicycle/6995.jpg,0
276,/kaggle/input/street-objects/dataset/bicycle/6998.jpg,0
277,/kaggle/input/street-objects/dataset/bicycle/7000.jpg,0
278,/kaggle/input/street-objects/dataset/bicycle/7012.jpg,0
279,/kaggle/input/street-objects/dataset/bicycle/7014.jpg,0
280,/kaggle/input/street-objects/dataset/bicycle/7015.jpg,0
281,/kaggle/input/street-objects/dataset/bicycle/7016.jpg,0
282,/kaggle/input/street-objects/dataset/bicycle/7018.jpg,0
283,/kaggle/input/street-objects/dataset/bicycle/7019.jpg,0
284,/kaggle/input/street-objects/dataset/bicycle/7031.jpg,0
285,/kaggle/input/street-objects/dataset/bicycle/7034.jpg,0
286,/kaggle/input/street-objects/dataset/bicycle/7035.jpg,0
287,/kaggle/input/street-objects/dataset/bicycle/704.jpg,0
288,/kaggle/input/street-objects/dataset/bicycle/7042.jpg,0
289,/kaggle/input/street-objects/dataset/bicycle/7044.jpg,0
290,/kaggle/input/street-objects/dataset/bicycle/7049.jpg,0
291,/kaggle/input/street-objects/dataset/bicycle/705.jpg,0
292,/kaggle/input/street-objects/dataset/bicycle/7051.jpg,0
293,/kaggle/input/street-objects/dataset/bicycle/7053.jpg,0
294,/kaggle/input/street-objects/dataset/bicycle/7054.jpg,0
295,/kaggle/input/street-objects/dataset/bicycle/706.jpg,0
296,/kaggle/input/street-objects/dataset/bicycle/7061.jpg,0
297,/kaggle/input/street-objects/dataset/bicycle/7062.jpg,0
298,/kaggle/input/street-objects/dataset/bicycle/7076.jpg,0
299,/kaggle/input/street-objects/dataset/bicycle/708.jpg,0
300,/kaggle/input/street-objects/dataset/bicycle/7081.jpg,0
301,/kaggle/input/street-objects/dataset/bicycle/7091.jpg,0
302,/kaggle/input/street-objects/dataset/bicycle/7100.jpg,0
303,/kaggle/input/street-objects/dataset/bicycle/7104.jpg,0
304,/kaggle/input/street-objects/dataset/bicycle/7110.jpg,0
305,/kaggle/input/street-objects/dataset/bicycle/7119.jpg,0
306,/kaggle/input/street-objects/dataset/bicycle/7125.jpg,0
307,/kaggle/input/street-objects/dataset/bicycle/713.jpg,0
308,/kaggle/input/street-objects/dataset/bicycle/7131.jpg,0
309,/kaggle/input/street-objects/dataset/bicycle/7138.jpg,0
310,/kaggle/input/street-objects/dataset/bicycle/714.jpg,0
311,/kaggle/input/street-objects/dataset/bicycle/7143.jpg,0
312,/kaggle/input/street-objects/dataset/bicycle/7149.jpg,0
313,/kaggle/input/street-objects/dataset/bicycle/715.jpg,0
314,/kaggle/input/street-objects/dataset/bicycle/7153.jpg,0
315,/kaggle/input/street-objects/dataset/bicycle/7154.jpg,0
316,/kaggle/input/street-objects/dataset/bicycle/7163.jpg,0
317,/kaggle/input/street-objects/dataset/bicycle/7166.jpg,0
318,/kaggle/input/street-objects/dataset/bicycle/7169.jpg,0
319,/kaggle/input/street-objects/dataset/bicycle/7172.jpg,0
320,/kaggle/input/street-objects/dataset/bicycle/7177.jpg,0
321,/kaggle/input/street-objects/dataset/bicycle/7183.jpg,0
322,/kaggle/input/street-objects/dataset/bicycle/7205.jpg,0
323,/kaggle/input/street-objects/dataset/bicycle/7211.jpg,0
324,/kaggle/input/street-objects/dataset/bicycle/7219.jpg,0
325,/kaggle/input/street-objects/dataset/bicycle/7223.jpg,0
326,/kaggle/input/street-objects/dataset/bicycle/723.jpg,0
327,/kaggle/input/street-objects/dataset/bicycle/724.jpg,0
328,/kaggle/input/street-objects/dataset/bicycle/7241.jpg,0
329,/kaggle/input/street-objects/dataset/bicycle/7245.jpg,0
330,/kaggle/input/street-objects/dataset/bicycle/725.jpg,0
331,/kaggle/input/street-objects/dataset/bicycle/7250.jpg,0
332,/kaggle/input/street-objects/dataset/bicycle/7256.jpg,0
333,/kaggle/input/street-objects/dataset/bicycle/726.jpg,0
334,/kaggle/input/street-objects/dataset/bicycle/7262.jpg,0
335,/kaggle/input/street-objects/dataset/bicycle/7265.jpg,0
336,/kaggle/input/street-objects/dataset/bicycle/727.jpg,0
337,/kaggle/input/street-objects/dataset/bicycle/7272.jpg,0
338,/kaggle/input/street-objects/dataset/bicycle/728.jpg,0
339,/kaggle/input/street-objects/dataset/bicycle/7288.jpg,0
340,/kaggle/input/street-objects/dataset/bicycle/729.jpg,0
341,/kaggle/input/street-objects/dataset/bicycle/7295.jpg,0
342,/kaggle/input/street-objects/dataset/bicycle/7297.jpg,0
343,/kaggle/input/street-objects/dataset/bicycle/730.jpg,0
344,/kaggle/input/street-objects/dataset/bicycle/7306.jpg,0
345,/kaggle/input/street-objects/dataset/bicycle/7311.jpg,0
346,/kaggle/input/street-objects/dataset/bicycle/7312.jpg,0
347,/kaggle/input/street-objects/dataset/bicycle/7314.jpg,0
348,/kaggle/input/street-objects/dataset/bicycle/7316.jpg,0
349,/kaggle/input/street-objects/dataset/bicycle/7325.jpg,0
350,/kaggle/input/street-objects/dataset/bicycle/7326.jpg,0
351,/kaggle/input/street-objects/dataset/bicycle/7338.jpg,0
352,/kaggle/input/street-objects/dataset/bicycle/7339.jpg,0
353,/kaggle/input/street-objects/dataset/bicycle/7340.jpg,0
354,/kaggle/input/street-objects/dataset/bicycle/7351.jpg,0
355,/kaggle/input/street-objects/dataset/bicycle/7352.jpg,0
356,/kaggle/input/street-objects/dataset/bicycle/7383.jpg,0
357,/kaggle/input/street-objects/dataset/bicycle/7387.jpg,0
358,/kaggle/input/street-objects/dataset/bicycle/7390.jpg,0
359,/kaggle/input/street-objects/dataset/bicycle/7391.jpg,0
360,/kaggle/input/street-objects/dataset/bicycle/7395.jpg,0
361,/kaggle/input/street-objects/dataset/bicycle/7396.jpg,0
362,/kaggle/input/street-objects/dataset/bicycle/7397.jpg,0
363,/kaggle/input/street-objects/dataset/bicycle/7408.jpg,0
364,/kaggle/input/street-objects/dataset/bicycle/7409.jpg,0
365,/kaggle/input/street-objects/dataset/bicycle/7410.jpg,0
366,/kaggle/input/street-objects/dataset/bicycle/7419.jpg,0
367,/kaggle/input/street-objects/dataset/bicycle/7420.jpg,0
368,/kaggle/input/street-objects/dataset/bicycle/7422.jpg,0
369,/kaggle/input/street-objects/dataset/bicycle/7423.jpg,0
370,/kaggle/input/street-objects/dataset/bicycle/7425.jpg,0
371,/kaggle/input/street-objects/dataset/bicycle/7432.jpg,0
372,/kaggle/input/street-objects/dataset/bicycle/7433.jpg,0
373,/kaggle/input/street-objects/dataset/bicycle/7441.jpg,0
374,/kaggle/input/street-objects/dataset/bicycle/7443.jpg,0
375,/kaggle/input/street-objects/dataset/bicycle/7444.jpg,0
376,/kaggle/input/street-objects/dataset/bicycle/7446.jpg,0
377,/kaggle/input/street-objects/dataset/bicycle/7450.jpg,0
378,/kaggle/input/street-objects/dataset/bicycle/7461.jpg,0
379,/kaggle/input/street-objects/dataset/bicycle/7462.jpg,0
380,/kaggle/input/street-objects/dataset/bicycle/7477.jpg,0
381,/kaggle/input/street-objects/dataset/bicycle/7479.jpg,0
382,/kaggle/input/street-objects/dataset/bicycle/7480.jpg,0
383,/kaggle/input/street-objects/dataset/bicycle/7501.jpg,0
384,/kaggle/input/street-objects/dataset/bicycle/7506.jpg,0
385,/kaggle/input/street-objects/dataset/bicycle/7508.jpg,0
386,/kaggle/input/street-objects/dataset/bicycle/7510.jpg,0
387,/kaggle/input/street-objects/dataset/bicycle/7511.jpg,0
388,/kaggle/input/street-objects/dataset/bicycle/7513.jpg,0
389,/kaggle/input/street-objects/dataset/bicycle/7514.jpg,0
390,/kaggle/input/street-objects/dataset/bicycle/7516.jpg,0
391,/kaggle/input/street-objects/dataset/bicycle/7520.jpg,0
392,/kaggle/input/street-objects/dataset/bicycle/7523.jpg,0
393,/kaggle/input/street-objects/dataset/bicycle/7524.jpg,0
394,/kaggle/input/street-objects/dataset/bicycle/7525.jpg,0
395,/kaggle/input/street-objects/dataset/bicycle/7526.jpg,0
396,/kaggle/input/street-objects/dataset/bicycle/7537.jpg,0
397,/kaggle/input/street-objects/dataset/bicycle/7539.jpg,0
398,/kaggle/input/street-objects/dataset/bicycle/7541.jpg,0
399,/kaggle/input/street-objects/dataset/bicycle/7576.jpg,0
400,/kaggle/input/street-objects/dataset/bicycle/7577.jpg,0
401,/kaggle/input/street-objects/dataset/bicycle/7581.jpg,0
402,/kaggle/input/street-objects/dataset/bicycle/7582.jpg,0
403,/kaggle/input/street-objects/dataset/bicycle/7583.jpg,0
404,/kaggle/input/street-objects/dataset/bicycle/7584.jpg,0
405,/kaggle/input/street-objects/dataset/bicycle/7585.jpg,0
406,/kaggle/input/street-objects/dataset/bicycle/759.jpg,0
407,/kaggle/input/street-objects/dataset/bicycle/7631.jpg,0
408,/kaggle/input/street-objects/dataset/bicycle/7672.jpg,0
409,/kaggle/input/street-objects/dataset/bicycle/7700.jpg,0
410,/kaggle/input/street-objects/dataset/bicycle/7724.jpg,0
411,/kaggle/input/street-objects/dataset/bicycle/7818.jpg,0
412,/kaggle/input/street-objects/dataset/bicycle/7848.jpg,0
413,/kaggle/input/street-objects/dataset/bicycle/7854.jpg,0
414,/kaggle/input/street-objects/dataset/bicycle/7864.jpg,0
415,/kaggle/input/street-objects/dataset/bicycle/7867.jpg,0
416,/kaggle/input/street-objects/dataset/bicycle/7869.jpg,0
417,/kaggle/input/street-objects/dataset/bicycle/7909.jpg,0
418,/kaggle/input/street-objects/dataset/bicycle/7911.jpg,0
419,/kaggle/input/street-objects/dataset/bicycle/7922.jpg,0
420,/kaggle/input/street-objects/dataset/bicycle/7933.jpg,0
421,/kaggle/input/street-objects/dataset/bicycle/7934.jpg,0
422,/kaggle/input/street-objects/dataset/bicycle/7935.jpg,0
423,/kaggle/input/street-objects/dataset/bicycle/7943.jpg,0
